Team,DATE,Points
Fairleigh Dickinson Knights,"Sat, Jan 10",55
Fairleigh Dickinson Knights,"Sat, Jan 17",59
Fairleigh Dickinson Knights,"Mon, Jan 19",68
Fairleigh Dickinson Knights,"Fri, Jan 23",76
Fairleigh Dickinson Knights,"Mon, Jan 26",74
Fairleigh Dickinson Knights,"Thu, Jan 29",57
Fairleigh Dickinson Knights,"Sat, Jan 31",72
Fairleigh Dickinson Knights,"Thu, Feb 5",74
Fairleigh Dickinson Knights,"Sat, Feb 7",55
Fairleigh Dickinson Knights,"Thu, Feb 12",66
Fairleigh Dickinson Knights,"Sat, Feb 14",57
Fairleigh Dickinson Knights,"Thu, Feb 19",60
Fairleigh Dickinson Knights,"Sat, Feb 21",77
Fairleigh Dickinson Knights,"Thu, Feb 26",59
Fairleigh Dickinson Knights,"Sat, Feb 28",60
Fairleigh Dickinson Knights,"Wed, Mar 4",61
Vanderbilt Commodores,"Thu, Mar 19",78
Vanderbilt Commodores,"Mon, Nov 3",105
Vanderbilt Commodores,"Sat, Nov 8",105
Vanderbilt Commodores,"Wed, Nov 12",92
Vanderbilt Commodores,"Sat, Nov 15",104
Vanderbilt Commodores,"Thu, Nov 20",109
Vanderbilt Commodores,"Wed, Nov 26",83
Vanderbilt Commodores,"Thu, Nov 27",89
Vanderbilt Commodores,"Fri, Nov 28",96
Vanderbilt Commodores,"Wed, Dec 3",88
Vanderbilt Commodores,"Sat, Dec 13",83
Vanderbilt Commodores,"Wed, Dec 17",77
Vanderbilt Commodores,"Sun, Dec 21",98
Vanderbilt Commodores,"Mon, Dec 29",96
Vanderbilt Commodores,"Sat, Jan 3",83
Vanderbilt Commodores,"Wed, Jan 7",96
Vanderbilt Commodores,"Sat, Jan 10",84
Vanderbilt Commodores,"Wed, Jan 14",64
Vanderbilt Commodores,"Sat, Jan 17",94
Vanderbilt Commodores,"Tue, Jan 20",68
Vanderbilt Commodores,"Sat, Jan 24",88
Vanderbilt Commodores,"Tue, Jan 27",80
Vanderbilt Commodores,"Sat, Jan 31",71
Vanderbilt Commodores,"Sat, Feb 7",91
Vanderbilt Commodores,"Tue, Feb 10",84
Vanderbilt Commodores,"Sat, Feb 14",82
Vanderbilt Commodores,"Wed, Feb 18",80
Vanderbilt Commodores,"Sat, Feb 21",65
Vanderbilt Commodores,"Wed, Feb 25",88
Vanderbilt Commodores,"Sat, Feb 28",77
Vanderbilt Commodores,"Tue, Mar 3",89
Vanderbilt Commodores,"Sat, Mar 7",86
Vanderbilt Commodores,"Fri, Mar 13",75
Vanderbilt Commodores,"Sat, Mar 14",91
Vanderbilt Commodores,"Sun, Mar 15",75
Central Connecticut Blue Devils,"Mon, Nov 3",117
Central Connecticut Blue Devils,"Thu, Nov 6",49
Central Connecticut Blue Devils,"Tue, Nov 11",60
Central Connecticut Blue Devils,"Sun, Nov 16",77
Central Connecticut Blue Devils,"Fri, Nov 21",67
Central Connecticut Blue Devils,"Mon, Nov 24",108
Central Connecticut Blue Devils,"Sun, Nov 30",122
Central Connecticut Blue Devils,"Wed, Dec 3",61
Central Connecticut Blue Devils,"Sun, Dec 7",56
Central Connecticut Blue Devils,"Sat, Dec 13",84
Central Connecticut Blue Devils,"Thu, Dec 18",70
Central Connecticut Blue Devils,"Fri, Jan 2",78
Central Connecticut Blue Devils,"Sun, Jan 4",72
Central Connecticut Blue Devils,"Thu, Jan 8",76
Central Connecticut Blue Devils,"Sat, Jan 10",69
Central Connecticut Blue Devils,"Sat, Jan 17",98
Central Connecticut Blue Devils,"Mon, Jan 19",61
Central Connecticut Blue Devils,"Fri, Jan 23",66
Central Connecticut Blue Devils,"Mon, Jan 26",59
Central Connecticut Blue Devils,"Thu, Jan 29",62
Central Connecticut Blue Devils,"Sat, Jan 31",59
Central Connecticut Blue Devils,"Thu, Feb 5",78
Central Connecticut Blue Devils,"Sat, Feb 7",84
Central Connecticut Blue Devils,"Thu, Feb 12",81
Central Connecticut Blue Devils,"Sat, Feb 14",63
Central Connecticut Blue Devils,"Thu, Feb 19",78
Central Connecticut Blue Devils,"Sat, Feb 21",51
Central Connecticut Blue Devils,"Thu, Feb 26",80
Central Connecticut Blue Devils,"Sat, Feb 28",69
Central Connecticut Blue Devils,"Wed, Mar 4",60
UL Monroe Warhawks,"Mon, Nov 3",82
UL Monroe Warhawks,"Fri, Nov 7",65
UL Monroe Warhawks,"Mon, Nov 10",88
UL Monroe Warhawks,"Thu, Nov 13",61
UL Monroe Warhawks,"Mon, Nov 17",66
UL Monroe Warhawks,"Sat, Nov 22",80
UL Monroe Warhawks,"Sun, Nov 23",55
UL Monroe Warhawks,"Wed, Dec 3",66
UL Monroe Warhawks,"Sun, Dec 7",76
UL Monroe Warhawks,"Tue, Dec 9",79
UL Monroe Warhawks,"Sat, Dec 13",79
UL Monroe Warhawks,"Wed, Dec 17",92
UL Monroe Warhawks,"Sat, Dec 20",62
UL Monroe Warhawks,"Sun, Dec 28",85
UL Monroe Warhawks,"Thu, Jan 1",73
UL Monroe Warhawks,"Sat, Jan 3",79
UL Monroe Warhawks,"Thu, Jan 8",79
UL Monroe Warhawks,"Sat, Jan 10",60
UL Monroe Warhawks,"Sat, Jan 17",57
UL Monroe Warhawks,"Thu, Jan 22",60
UL Monroe Warhawks,"Fri, Jan 23",43
UL Monroe Warhawks,"Fri, Jan 30",76
UL Monroe Warhawks,"Sun, Feb 1",79
UL Monroe Warhawks,"Wed, Feb 4",85
UL Monroe Warhawks,"Sat, Feb 7",68
UL Monroe Warhawks,"Wed, Feb 11",70
UL Monroe Warhawks,"Sat, Feb 14",84
UL Monroe Warhawks,"Wed, Feb 18",76
UL Monroe Warhawks,"Sat, Feb 21",94
UL Monroe Warhawks,"Wed, Feb 25",54
UL Monroe Warhawks,"Fri, Feb 27",65
UL Monroe Warhawks,"Tue, Mar 3",80
UCLA Bruins,"Fri, Mar 20",75
UCLA Bruins,"Mon, Nov 3",80
UCLA Bruins,"Fri, Nov 7",74
UCLA Bruins,"Mon, Nov 10",83
UCLA Bruins,"Fri, Nov 14",65
UCLA Bruins,"Tue, Nov 18",79
UCLA Bruins,"Fri, Nov 21",86
UCLA Bruins,"Tue, Nov 25",72
UCLA Bruins,"Wed, Dec 3",82
UCLA Bruins,"Sat, Dec 6",74
UCLA Bruins,"Sat, Dec 13",72
UCLA Bruins,"Wed, Dec 17",90
UCLA Bruins,"Fri, Dec 19",108
UCLA Bruins,"Tue, Dec 23",97
UCLA Bruins,"Sat, Jan 3",61
UCLA Bruins,"Tue, Jan 6",72
UCLA Bruins,"Sat, Jan 10",67
UCLA Bruins,"Wed, Jan 14",71
UCLA Bruins,"Sat, Jan 17",74
UCLA Bruins,"Tue, Jan 20",69
UCLA Bruins,"Sat, Jan 24",71
UCLA Bruins,"Wed, Jan 28",73
UCLA Bruins,"Sat, Jan 31",97
UCLA Bruins,"Tue, Feb 3",98
UCLA Bruins,"Sat, Feb 7",77
UCLA Bruins,"Sat, Feb 14",56
UCLA Bruins,"Tue, Feb 17",59
UCLA Bruins,"Sat, Feb 21",95
UCLA Bruins,"Tue, Feb 24",81
UCLA Bruins,"Sat, Feb 28",73
UCLA Bruins,"Tue, Mar 3",72
UCLA Bruins,"Sat, Mar 7",89
UCLA Bruins,"Thu, Mar 12",72
UCLA Bruins,"Fri, Mar 13",88
UCLA Bruins,"Sat, Mar 14",66
Florida International Panthers,"Mon, Nov 3",101
Florida International Panthers,"Sat, Nov 8",66
Florida International Panthers,"Thu, Nov 13",81
Florida International Panthers,"Tue, Nov 18",104
Florida International Panthers,"Mon, Nov 24",72
Florida International Panthers,"Wed, Nov 26",74
Florida International Panthers,"Wed, Dec 3",89
Florida International Panthers,"Sat, Dec 6",88
Florida International Panthers,"Tue, Dec 16",81
Florida International Panthers,"Sat, Dec 20",86
Florida International Panthers,"Mon, Dec 22",121
Florida International Panthers,"Sun, Dec 28",94
Florida International Panthers,"Fri, Jan 2",89
Florida International Panthers,"Sun, Jan 4",76
Florida International Panthers,"Wed, Jan 7",64
Florida International Panthers,"Sat, Jan 10",71
Florida International Panthers,"Wed, Jan 14",86
Florida International Panthers,"Sat, Jan 17",63
Florida International Panthers,"Thu, Jan 22",77
Florida International Panthers,"Sat, Jan 24",81
Florida International Panthers,"Wed, Jan 28",74
Florida International Panthers,"Wed, Feb 4",88
Florida International Panthers,"Sat, Feb 7",70
Florida International Panthers,"Thu, Feb 12",66
Florida International Panthers,"Sat, Feb 14",77
Florida International Panthers,"Thu, Feb 19",89
Florida International Panthers,"Sat, Feb 21",70
Florida International Panthers,"Thu, Feb 26",67
Florida International Panthers,"Sat, Feb 28",84
Florida International Panthers,"Thu, Mar 5",67
Florida International Panthers,"Sat, Mar 7",92
Florida International Panthers,"Tue, Mar 10",72
Grand Canyon Lopes,"Mon, Nov 3",90
Grand Canyon Lopes,"Fri, Nov 7",81
Grand Canyon Lopes,"Mon, Nov 10",88
Grand Canyon Lopes,"Sat, Nov 15",64
Grand Canyon Lopes,"Fri, Nov 21",85
Grand Canyon Lopes,"Tue, Nov 25",68
Grand Canyon Lopes,"Wed, Nov 26",46
Grand Canyon Lopes,"Tue, Dec 2",67
Grand Canyon Lopes,"Sat, Dec 6",78
Grand Canyon Lopes,"Sat, Dec 13",82
Grand Canyon Lopes,"Sat, Dec 20",82
Grand Canyon Lopes,"Mon, Dec 22",91
Grand Canyon Lopes,"Sat, Jan 3",60
Grand Canyon Lopes,"Wed, Jan 7",75
Grand Canyon Lopes,"Sat, Jan 10",76
Grand Canyon Lopes,"Tue, Jan 13",64
Grand Canyon Lopes,"Sat, Jan 17",84
Grand Canyon Lopes,"Wed, Jan 21",70
Grand Canyon Lopes,"Sat, Jan 24",68
Grand Canyon Lopes,"Tue, Jan 27",60
Grand Canyon Lopes,"Fri, Jan 30",86
Grand Canyon Lopes,"Tue, Feb 3",81
Grand Canyon Lopes,"Sat, Feb 7",78
Grand Canyon Lopes,"Wed, Feb 11",64
Grand Canyon Lopes,"Sat, Feb 14",94
Grand Canyon Lopes,"Tue, Feb 17",73
Grand Canyon Lopes,"Sat, Feb 21",65
Grand Canyon Lopes,"Wed, Feb 25",80
Grand Canyon Lopes,"Sat, Feb 28",69
Grand Canyon Lopes,"Tue, Mar 3",86
Grand Canyon Lopes,"Sat, Mar 7",85
Grand Canyon Lopes,"Thu, Mar 12",80
Cleveland State Vikings,"Mon, Nov 3",88
Cleveland State Vikings,"Thu, Nov 6",71
Cleveland State Vikings,"Mon, Nov 10",63
Cleveland State Vikings,"Sat, Nov 15",95
Cleveland State Vikings,"Sun, Nov 16",87
Cleveland State Vikings,"Wed, Nov 19",75
Cleveland State Vikings,"Sat, Nov 22",71
Cleveland State Vikings,"Tue, Nov 25",109
Cleveland State Vikings,"Fri, Nov 28",59
Cleveland State Vikings,"Wed, Dec 3",80
Cleveland State Vikings,"Sat, Dec 6",59
Cleveland State Vikings,"Sun, Dec 14",96
Cleveland State Vikings,"Wed, Dec 17",77
Cleveland State Vikings,"Sun, Dec 21",71
Cleveland State Vikings,"Mon, Dec 29",99
Cleveland State Vikings,"Sun, Jan 4",71
Cleveland State Vikings,"Fri, Jan 9",74
Cleveland State Vikings,"Sun, Jan 11",84
Cleveland State Vikings,"Thu, Jan 15",73
Cleveland State Vikings,"Sat, Jan 17",80
Cleveland State Vikings,"Wed, Jan 21",85
Cleveland State Vikings,"Fri, Jan 30",89
Cleveland State Vikings,"Sun, Feb 1",90
Cleveland State Vikings,"Wed, Feb 4",91
Cleveland State Vikings,"Sat, Feb 7",74
Cleveland State Vikings,"Thu, Feb 12",68
Cleveland State Vikings,"Sun, Feb 15",90
Cleveland State Vikings,"Wed, Feb 18",82
Cleveland State Vikings,"Sun, Feb 22",86
Cleveland State Vikings,"Wed, Feb 25",70
Cleveland State Vikings,"Sat, Feb 28",64
Cleveland State Vikings,"Mon, Mar 2",101
Cleveland State Vikings,"Wed, Mar 4",61
Campbell Fighting Camels,"Mon, Nov 3",64
Campbell Fighting Camels,"Thu, Nov 6",65
Campbell Fighting Camels,"Sun, Nov 9",91
Campbell Fighting Camels,"Thu, Nov 13",108
Campbell Fighting Camels,"Wed, Nov 19",85
Campbell Fighting Camels,"Fri, Nov 21",71
Campbell Fighting Camels,"Tue, Nov 25",51
Campbell Fighting Camels,"Tue, Dec 2",76
Campbell Fighting Camels,"Sun, Dec 7",149
Campbell Fighting Camels,"Sun, Dec 14",69
Campbell Fighting Camels,"Wed, Dec 17",70
Campbell Fighting Camels,"Sun, Dec 21",50
Campbell Fighting Camels,"Tue, Dec 23",102
Campbell Fighting Camels,"Mon, Dec 29",72
Campbell Fighting Camels,"Wed, Dec 31",68
Campbell Fighting Camels,"Sat, Jan 3",97
Campbell Fighting Camels,"Thu, Jan 8",86
Campbell Fighting Camels,"Sat, Jan 10",82
Campbell Fighting Camels,"Sat, Jan 17",75
Campbell Fighting Camels,"Thu, Jan 22",83
Campbell Fighting Camels,"Sat, Jan 24",73
Campbell Fighting Camels,"Thu, Jan 29",69
Campbell Fighting Camels,"Sat, Jan 31",104
Campbell Fighting Camels,"Thu, Feb 5",81
Campbell Fighting Camels,"Sat, Feb 7",79
Campbell Fighting Camels,"Sun, Feb 15",57
Campbell Fighting Camels,"Thu, Feb 19",84
Campbell Fighting Camels,"Sat, Feb 21",68
Campbell Fighting Camels,"Thu, Feb 26",60
Campbell Fighting Camels,"Sat, Feb 28",67
Campbell Fighting Camels,"Tue, Mar 3",90
Campbell Fighting Camels,"Sat, Mar 7",96
Campbell Fighting Camels,"Sun, Mar 8",85
Campbell Fighting Camels,"Mon, Mar 9",64
SIU Edwardsville Cougars,"Tue, Nov 4",119
SIU Edwardsville Cougars,"Fri, Nov 7",77
SIU Edwardsville Cougars,"Mon, Nov 10",55
SIU Edwardsville Cougars,"Fri, Nov 14",61
SIU Edwardsville Cougars,"Mon, Nov 17",69
SIU Edwardsville Cougars,"Fri, Nov 21",63
SIU Edwardsville Cougars,"Sun, Nov 23",83
SIU Edwardsville Cougars,"Fri, Nov 28",92
SIU Edwardsville Cougars,"Tue, Dec 2",72
SIU Edwardsville Cougars,"Sat, Dec 6",73
SIU Edwardsville Cougars,"Sun, Dec 14",97
SIU Edwardsville Cougars,"Thu, Dec 18",72
SIU Edwardsville Cougars,"Mon, Dec 22",66
SIU Edwardsville Cougars,"Thu, Jan 1",59
SIU Edwardsville Cougars,"Sat, Jan 3",72
SIU Edwardsville Cougars,"Tue, Jan 6",66
SIU Edwardsville Cougars,"Thu, Jan 8",70
SIU Edwardsville Cougars,"Thu, Jan 15",59
SIU Edwardsville Cougars,"Sat, Jan 17",68
SIU Edwardsville Cougars,"Thu, Jan 22",74
SIU Edwardsville Cougars,"Sat, Jan 24",62
SIU Edwardsville Cougars,"Thu, Jan 29",65
SIU Edwardsville Cougars,"Sat, Jan 31",58
SIU Edwardsville Cougars,"Tue, Feb 3",78
SIU Edwardsville Cougars,"Sat, Feb 7",71
SIU Edwardsville Cougars,"Thu, Feb 12",74
SIU Edwardsville Cougars,"Sat, Feb 14",76
SIU Edwardsville Cougars,"Thu, Feb 19",52
SIU Edwardsville Cougars,"Sat, Feb 21",53
SIU Edwardsville Cougars,"Thu, Feb 26",67
SIU Edwardsville Cougars,"Sat, Feb 28",77
SIU Edwardsville Cougars,"Wed, Mar 4",71
Elon Phoenix,"Wed, Nov 5",99
Elon Phoenix,"Sat, Nov 8",92
Elon Phoenix,"Wed, Nov 12",89
Elon Phoenix,"Sat, Nov 15",95
Elon Phoenix,"Thu, Nov 20",72
Elon Phoenix,"Mon, Nov 24",88
Elon Phoenix,"Sat, Nov 29",84
Elon Phoenix,"Wed, Dec 3",88
Elon Phoenix,"Sat, Dec 6",73
Elon Phoenix,"Sat, Dec 13",85
Elon Phoenix,"Wed, Dec 17",73
Elon Phoenix,"Sat, Dec 20",81
Elon Phoenix,"Mon, Dec 22",97
Elon Phoenix,"Mon, Dec 29",103
Elon Phoenix,"Wed, Dec 31",81
Elon Phoenix,"Thu, Jan 8",69
Elon Phoenix,"Sat, Jan 10",83
Elon Phoenix,"Thu, Jan 15",78
Elon Phoenix,"Sat, Jan 17",89
Elon Phoenix,"Thu, Jan 22",59
Elon Phoenix,"Sat, Jan 24",70
Elon Phoenix,"Thu, Jan 29",79
Elon Phoenix,"Sat, Jan 31",68
Elon Phoenix,"Thu, Feb 5",79
Elon Phoenix,"Sat, Feb 7",77
Elon Phoenix,"Thu, Feb 12",54
Elon Phoenix,"Sat, Feb 14",81
Elon Phoenix,"Sat, Feb 21",82
Elon Phoenix,"Thu, Feb 26",56
Elon Phoenix,"Sat, Feb 28",57
Elon Phoenix,"Tue, Mar 3",57
Elon Phoenix,"Sat, Mar 7",62
Canisius Golden Griffins,"Mon, Nov 3",48
Canisius Golden Griffins,"Thu, Nov 6",84
Canisius Golden Griffins,"Sat, Nov 8",70
Canisius Golden Griffins,"Wed, Nov 12",58
Canisius Golden Griffins,"Mon, Nov 17",50
Canisius Golden Griffins,"Fri, Nov 21",60
Canisius Golden Griffins,"Sun, Nov 23",75
Canisius Golden Griffins,"Sat, Nov 29",53
Canisius Golden Griffins,"Fri, Dec 5",57
Canisius Golden Griffins,"Sun, Dec 7",52
Canisius Golden Griffins,"Sat, Dec 13",70
Canisius Golden Griffins,"Tue, Dec 16",45
Canisius Golden Griffins,"Mon, Dec 22",59
Canisius Golden Griffins,"Fri, Jan 2",85
Canisius Golden Griffins,"Sun, Jan 4",82
Canisius Golden Griffins,"Fri, Jan 9",70
Canisius Golden Griffins,"Sun, Jan 11",48
Canisius Golden Griffins,"Wed, Jan 14",54
Canisius Golden Griffins,"Sat, Jan 17",68
Canisius Golden Griffins,"Thu, Jan 22",66
Canisius Golden Griffins,"Sat, Jan 24",55
Canisius Golden Griffins,"Fri, Jan 30",86
Canisius Golden Griffins,"Sun, Feb 1",63
Canisius Golden Griffins,"Tue, Feb 3",56
Canisius Golden Griffins,"Thu, Feb 5",60
Canisius Golden Griffins,"Fri, Feb 13",63
Canisius Golden Griffins,"Sun, Feb 15",65
Canisius Golden Griffins,"Fri, Feb 20",72
Canisius Golden Griffins,"Sun, Feb 22",47
Canisius Golden Griffins,"Fri, Feb 27",67
Canisius Golden Griffins,"Sun, Mar 1",63
UTEP Miners,"Mon, Nov 3",98
UTEP Miners,"Fri, Nov 7",107
UTEP Miners,"Tue, Nov 11",58
UTEP Miners,"Sat, Nov 15",51
UTEP Miners,"Wed, Nov 19",84
UTEP Miners,"Mon, Nov 24",63
UTEP Miners,"Tue, Nov 25",59
UTEP Miners,"Sun, Dec 7",68
UTEP Miners,"Sat, Dec 13",61
UTEP Miners,"Sun, Dec 21",71
UTEP Miners,"Mon, Dec 22",76
UTEP Miners,"Mon, Dec 29",63
UTEP Miners,"Fri, Jan 2",55
UTEP Miners,"Sun, Jan 4",64
UTEP Miners,"Thu, Jan 8",83
UTEP Miners,"Sat, Jan 10",56
UTEP Miners,"Thu, Jan 15",70
UTEP Miners,"Sat, Jan 17",69
UTEP Miners,"Thu, Jan 22",83
UTEP Miners,"Sat, Jan 24",57
UTEP Miners,"Wed, Jan 28",59
UTEP Miners,"Sat, Jan 31",70
UTEP Miners,"Wed, Feb 4",66
UTEP Miners,"Sat, Feb 7",91
UTEP Miners,"Wed, Feb 11",69
UTEP Miners,"Sat, Feb 14",64
UTEP Miners,"Sat, Feb 21",63
UTEP Miners,"Thu, Feb 26",67
UTEP Miners,"Sat, Feb 28",65
UTEP Miners,"Thu, Mar 5",78
UTEP Miners,"Sat, Mar 7",61
North Dakota Fighting Hawks,"Mon, Nov 3",62
North Dakota Fighting Hawks,"Thu, Nov 6",70
North Dakota Fighting Hawks,"Sun, Nov 9",85
North Dakota Fighting Hawks,"Tue, Nov 11",128
North Dakota Fighting Hawks,"Sat, Nov 15",76
North Dakota Fighting Hawks,"Wed, Nov 19",60
North Dakota Fighting Hawks,"Sat, Nov 22",58
North Dakota Fighting Hawks,"Sun, Nov 23",78
North Dakota Fighting Hawks,"Fri, Nov 28",55
North Dakota Fighting Hawks,"Wed, Dec 3",58
North Dakota Fighting Hawks,"Sat, Dec 6",75
North Dakota Fighting Hawks,"Wed, Dec 10",89
North Dakota Fighting Hawks,"Sat, Dec 13",66
North Dakota Fighting Hawks,"Thu, Dec 18",90
North Dakota Fighting Hawks,"Sun, Dec 21",55
North Dakota Fighting Hawks,"Sun, Dec 28",88
North Dakota Fighting Hawks,"Thu, Jan 1",72
North Dakota Fighting Hawks,"Sat, Jan 3",90
North Dakota Fighting Hawks,"Thu, Jan 8",79
North Dakota Fighting Hawks,"Sat, Jan 10",81
North Dakota Fighting Hawks,"Thu, Jan 15",80
North Dakota Fighting Hawks,"Sat, Jan 17",96
North Dakota Fighting Hawks,"Thu, Jan 22",79
North Dakota Fighting Hawks,"Sat, Jan 24",93
North Dakota Fighting Hawks,"Thu, Jan 29",81
North Dakota Fighting Hawks,"Thu, Feb 5",76
North Dakota Fighting Hawks,"Sat, Feb 7",79
North Dakota Fighting Hawks,"Wed, Feb 11",72
North Dakota Fighting Hawks,"Sat, Feb 14",66
North Dakota Fighting Hawks,"Thu, Feb 19",85
North Dakota Fighting Hawks,"Sat, Feb 21",83
North Dakota Fighting Hawks,"Sat, Feb 28",63
North Dakota Fighting Hawks,"Fri, Mar 6",83
North Dakota Fighting Hawks,"Sat, Mar 7",67
North Dakota Fighting Hawks,"Sun, Mar 8",62
Eastern Kentucky Colonels,"Thu, Nov 6",122
Eastern Kentucky Colonels,"Mon, Nov 10",79
Eastern Kentucky Colonels,"Wed, Nov 12",62
Eastern Kentucky Colonels,"Tue, Nov 18",78
Eastern Kentucky Colonels,"Sat, Nov 22",83
Eastern Kentucky Colonels,"Mon, Nov 24",71
Eastern Kentucky Colonels,"Sat, Nov 29",77
Eastern Kentucky Colonels,"Wed, Dec 3",78
Eastern Kentucky Colonels,"Sat, Dec 6",122
Eastern Kentucky Colonels,"Wed, Dec 10",68
Eastern Kentucky Colonels,"Sat, Dec 13",69
Eastern Kentucky Colonels,"Wed, Dec 17",62
Eastern Kentucky Colonels,"Sun, Dec 21",57
Eastern Kentucky Colonels,"Thu, Jan 1",89
Eastern Kentucky Colonels,"Sat, Jan 3",76
Eastern Kentucky Colonels,"Thu, Jan 8",88
Eastern Kentucky Colonels,"Sat, Jan 10",79
Eastern Kentucky Colonels,"Thu, Jan 15",72
Eastern Kentucky Colonels,"Sat, Jan 17",89
Eastern Kentucky Colonels,"Thu, Jan 22",85
Eastern Kentucky Colonels,"Sat, Jan 24",76
Eastern Kentucky Colonels,"Wed, Jan 28",82
Eastern Kentucky Colonels,"Sat, Jan 31",81
Eastern Kentucky Colonels,"Thu, Feb 5",76
Eastern Kentucky Colonels,"Sat, Feb 7",100
Eastern Kentucky Colonels,"Wed, Feb 11",61
Eastern Kentucky Colonels,"Sun, Feb 15",78
Eastern Kentucky Colonels,"Wed, Feb 18",81
Eastern Kentucky Colonels,"Sat, Feb 21",95
Eastern Kentucky Colonels,"Wed, Feb 25",79
Eastern Kentucky Colonels,"Sat, Feb 28",77
Eastern Kentucky Colonels,"Wed, Mar 4",76
Davidson Wildcats,"Tue, Mar 17",80
Davidson Wildcats,"Mon, Nov 3",97
Davidson Wildcats,"Fri, Nov 7",85
Davidson Wildcats,"Tue, Nov 11",62
Davidson Wildcats,"Sat, Nov 15",91
Davidson Wildcats,"Fri, Nov 21",59
Davidson Wildcats,"Sun, Nov 23",60
Davidson Wildcats,"Fri, Nov 28",90
Davidson Wildcats,"Thu, Dec 4",79
Davidson Wildcats,"Sun, Dec 7",61
Davidson Wildcats,"Sat, Dec 13",80
Davidson Wildcats,"Thu, Dec 18",63
Davidson Wildcats,"Mon, Dec 22",61
Davidson Wildcats,"Tue, Dec 30",83
Davidson Wildcats,"Sat, Jan 3",62
Davidson Wildcats,"Wed, Jan 7",79
Davidson Wildcats,"Sat, Jan 10",45
Davidson Wildcats,"Wed, Jan 14",84
Davidson Wildcats,"Wed, Jan 21",68
Davidson Wildcats,"Sat, Jan 24",69
Davidson Wildcats,"Wed, Jan 28",52
Davidson Wildcats,"Sat, Jan 31",79
Davidson Wildcats,"Tue, Feb 3",82
Davidson Wildcats,"Fri, Feb 6",84
Davidson Wildcats,"Mon, Feb 9",114
Davidson Wildcats,"Sun, Feb 15",59
Davidson Wildcats,"Wed, Feb 18",65
Davidson Wildcats,"Sat, Feb 21",59
Davidson Wildcats,"Wed, Feb 25",67
Davidson Wildcats,"Sun, Mar 1",71
Davidson Wildcats,"Wed, Mar 4",67
Davidson Wildcats,"Sat, Mar 7",68
Davidson Wildcats,"Thu, Mar 12",64
Davidson Wildcats,"Fri, Mar 13",58
UT Rio Grande Valley Vaqueros,"Mon, Nov 3",81
UT Rio Grande Valley Vaqueros,"Sat, Nov 8",95
UT Rio Grande Valley Vaqueros,"Tue, Nov 11",65
UT Rio Grande Valley Vaqueros,"Mon, Nov 17",110
UT Rio Grande Valley Vaqueros,"Sat, Nov 22",67
UT Rio Grande Valley Vaqueros,"Mon, Nov 24",73
UT Rio Grande Valley Vaqueros,"Wed, Dec 3",60
UT Rio Grande Valley Vaqueros,"Sun, Dec 7",63
UT Rio Grande Valley Vaqueros,"Thu, Dec 11",50
UT Rio Grande Valley Vaqueros,"Tue, Dec 16",83
UT Rio Grande Valley Vaqueros,"Sat, Dec 20",109
UT Rio Grande Valley Vaqueros,"Mon, Dec 29",69
UT Rio Grande Valley Vaqueros,"Wed, Dec 31",69
UT Rio Grande Valley Vaqueros,"Sat, Jan 3",59
UT Rio Grande Valley Vaqueros,"Mon, Jan 5",80
UT Rio Grande Valley Vaqueros,"Sat, Jan 10",69
UT Rio Grande Valley Vaqueros,"Mon, Jan 12",63
UT Rio Grande Valley Vaqueros,"Sat, Jan 17",79
UT Rio Grande Valley Vaqueros,"Mon, Jan 19",68
UT Rio Grande Valley Vaqueros,"Sat, Jan 24",68
UT Rio Grande Valley Vaqueros,"Mon, Jan 26",64
UT Rio Grande Valley Vaqueros,"Sat, Jan 31",106
UT Rio Grande Valley Vaqueros,"Mon, Feb 2",74
UT Rio Grande Valley Vaqueros,"Sat, Feb 7",95
UT Rio Grande Valley Vaqueros,"Mon, Feb 9",92
UT Rio Grande Valley Vaqueros,"Sat, Feb 14",57
UT Rio Grande Valley Vaqueros,"Mon, Feb 16",70
UT Rio Grande Valley Vaqueros,"Sat, Feb 21",96
UT Rio Grande Valley Vaqueros,"Mon, Feb 23",68
UT Rio Grande Valley Vaqueros,"Sat, Feb 28",63
UT Rio Grande Valley Vaqueros,"Mon, Mar 2",74
UT Rio Grande Valley Vaqueros,"Mon, Mar 9",86
UT Rio Grande Valley Vaqueros,"Tue, Mar 10",80
McNeese Cowboys,"Thu, Mar 19",68
McNeese Cowboys,"Mon, Nov 3",127
McNeese Cowboys,"Fri, Nov 7",67
McNeese Cowboys,"Mon, Nov 10",132
McNeese Cowboys,"Fri, Nov 14",88
McNeese Cowboys,"Sun, Nov 23",92
McNeese Cowboys,"Mon, Nov 24",73
McNeese Cowboys,"Tue, Nov 25",72
McNeese Cowboys,"Mon, Dec 1",67
McNeese Cowboys,"Fri, Dec 5",92
McNeese Cowboys,"Tue, Dec 9",66
McNeese Cowboys,"Fri, Dec 12",102
McNeese Cowboys,"Mon, Dec 15",78
McNeese Cowboys,"Mon, Dec 29",71
McNeese Cowboys,"Fri, Jan 2",82
McNeese Cowboys,"Mon, Jan 5",66
McNeese Cowboys,"Sat, Jan 10",73
McNeese Cowboys,"Mon, Jan 12",94
McNeese Cowboys,"Sat, Jan 17",76
McNeese Cowboys,"Mon, Jan 19",69
McNeese Cowboys,"Sat, Jan 24",82
McNeese Cowboys,"Tue, Jan 27",76
McNeese Cowboys,"Sat, Jan 31",64
